Date,Price,High,Low,Close,Vol
9/8/14,11158.40039,11163,11043,11102.59961,179761600
9/9/14,11060.2002,11080.59961,10939.7002,10951.59961,204785900
9/10/14,10909.90039,10937.79981,10821.29981,10937.79981,237811600
9/11/14,10951.90039,10963.5,10823.90039,10886.29981,210035000
9/12/14,10895.7002,10930.2002,10838.90039,10888.90039,153430500
9/15/14,10849.79981,10894.79981,10815.2002,10841.29981,156410300
9/16/14,10829.90039,10836.7002,10737.29981,10798.7002,258025000
9/17/14,10855,10939.2002,10818.09961,10907.40039,246255600
9/18/14,10931.79981,11016.5,10899.2002,10991,262363200
9/19/14,11108.90039,11191.79981,11001.90039,11001.90039,381036100
9/22/14,10961.90039,11026.5,10930.5,10947.90039,194774200
9/23/14,10918.90039,10918.90039,10781.2002,10801.79981,263280400
9/24/14,10798.90039,10860.5,10679.2002,10856.90039,256971600
9/25/14,10847.79981,10948.59961,10733.09961,10783.09961,276503300
9/26/14,10770.59961,10891,10701.2002,10851.40039,203758900
9/29/14,10828.2002,10852.7002,10625.5,10686,241844600
9/30/14,10724.5,10860.09961,10714,10825.5,277850000
10/1/14,10793.90039,10889.29981,10734.59961,10753.2002,274950800
10/2/14,10742.5,10769.29981,10418.09961,10418.09961,406480200
10/3/14,10561,10582,10436.40039,10567.59961,239757900
10/6/14,10657.59961,10728.79981,10632.5,10645.7002,198107400
10/7/14,10610,10610,10422.09961,10430.7002,268329800
10/8/14,10384.59961,10460.90039,10320,10339,327285500
10/9/14,10465.29981,10470.79981,10201,10273.7002,307914900
10/10/14,10186.7002,10290.90039,10102.40039,10150.5,358995300
10/13/14,10072.40039,10274.79981,10042.2002,10187.29981,239626200
10/14/14,10138.09961,10236.79981,10016.5,10204.90039,300587900
10/15/14,10204.7002,10225.59961,9774.900391,9838.5,448114700
10/16/14,9897.200195,9942,9370.5,9669.700195,786593000
10/17/14,9723,9977.400391,9651.099609,9956.799805,436588400
10/20/14,9898.900391,9958.900391,9802.799805,9915.200195,335391200
10/21/14,9893.5,10167.79981,9851.5,10152.09961,368717900
10/22/14,10169.59961,10249.90039,10067,10249.90039,335121500
10/23/14,10202.7002,10359,10127,10333.7002,311530900
10/24/14,10299.40039,10369,10260.7002,10339.29981,278418200
10/27/14,10469.40039,10474.79981,10093.40039,10195.2002,383783900
10/28/14,10260.2002,10423.40039,10248.59961,10394.79981,276850100
10/29/14,10406,10441.09961,10204.79981,10247.79981,313345400
10/30/14,10304.59961,10340.29981,9994.799805,10263.7002,358028100
10/31/14,10448.40039,10513.29981,10324.79981,10477.79981,401751800
11/3/14,10454.29981,10508.79981,10333.29981,10374.40039,285477600
11/4/14,10361,10455.2002,10140.5,10154.40039,338022800
11/5/14,10246.59961,10310.59961,10131.2002,10276.90039,312655000
11/6/14,10242.7002,10463.29981,10175.29981,10261.79981,372892100
11/7/14,10291,10311.5,10017.5,10126.29981,319455200
11/10/14,10103.90039,10282.40039,10052.2002,10273,224421200
11/11/14,10319.79981,10418.40039,10296.09961,10338.79981,246120300
11/12/14,10307,10342.59961,10136.40039,10157.29981,287992200
11/13/14,10207.59961,10252.29981,10044.2002,10140.40039,288333000
11/14/14,10192.29981,10195.09961,10056.79981,10148,405111200
11/17/14,10061.09961,10336.29981,10040.90039,10309,355982600
11/18/14,10320.09961,10466.29981,10296.29981,10432.90039,318105500
11/19/14,10395.79981,10451.79981,10328.90039,10376.79981,335202200
11/20/14,10351.5,10351.5,10132.2002,10209.2002,372096700
11/21/14,10225.59961,10542.5,10209,10520.79981,432600000
11/24/14,10558.7002,10715.09961,10528.79981,10642.5,361456200
11/25/14,10621.90039,10792.29981,10609.40039,10699.59961,448003600
11/26/14,10723.2002,10736.40039,10610.09961,10647,230988600
11/27/14,10660.40039,10745.40039,10629.09961,10727.59961,195149600
11/28/14,10722.29981,10772.2002,10656.5,10770.7002,228444400
12/1/14,10700.59961,10757.59961,10648.2002,10672.79981,231093300
12/2/14,10701.09961,10763,10653.2002,10749.2002,228185900
12/3/14,10776.09961,10903.09961,10754.90039,10875.90039,285479100
12/4/14,10902.7002,10928.29981,10587,10619.90039,397238400
12/5/14,10756.40039,10906.09961,10718.09961,10900.7002,335915100
12/8/14,10864.59961,10919.29981,10805.2002,10805.2002,189142400
12/9/14,10704.29981,10707.29981,10461.2002,10461.59961,367386400
12/10/14,10536.29981,10593.29981,10347.2002,10396.90039,272364900
12/11/14,10397.40039,10505.79981,10322.7002,10431.79981,273894000
12/12/14,10358.2002,10407.5,10127.5,10145,293905100
12/15/14,10149.59961,10268.2002,9900.299805,9903.900391,334259400
12/16/14,9954.200195,10095.09961,9661,10081.90039,563114900
12/17/14,9990.700195,10100.5,9916.900391,10049.5,342107900
12/18/14,10218,10391.29981,10167.2002,10391.29981,417879700
12/19/14,10483.40039,10500.09961,10186.7002,10363.59961,497368700
12/22/14,10387.5,10458,10294.90039,10371,186407300
12/23/14,10380.2002,10477.7002,10314.40039,10477.7002,161428200
12/24/14,10456.09961,10495.90039,10437.79981,10481.79981,45207600
12/29/14,10427.79981,10446.29981,10216.2002,10394.2002,220893700
12/30/14,10365.40039,10365.40039,10269.40039,10279.2002,163930600
12/31/14,10260.2002,10305.79981,10253.5,10279.5,83605300
1/2/15,10386.7002,10440.29981,10232.29981,10350.79981,220239700
1/5/15,10267.2002,10390.79981,9977.799805,9993.299805,299610800
1/6/15,10040.7002,10060.79981,9871.099609,9871.099609,282855400
1/7/15,9937.299805,10051.2002,9836.400391,9891.400391,290122400
1/8/15,10053.2002,10143,9970.299805,10115,320452300
1/9/15,10080,10080,9610.099609,9719,789490200
1/12/15,9805.5,9882.099609,9682.099609,9797.5,454276600
1/13/15,9762.400391,9995.700195,9757.299805,9966,407220100
1/14/15,9801.700195,10013.79981,9778.900391,9846,474511500
1/15/15,9953.099609,10008.90039,9646.400391,9982.5,408080100
1/16/15,9948.599609,10060.2002,9882.099609,10038.90039,367663400
1/19/15,10091.29981,10193.79981,10036.7002,10157.5,253509700
1/20/15,10194.90039,10332.29981,10186.7002,10283.90039,446596900
1/21/15,10325,10340.29981,10147,10335.29981,367573500
1/22/15,10382.2002,10560.90039,10339.59961,10510.59961,508500200
1/23/15,10604.90039,10693,10532.40039,10581.5,493574600
1/26/15,10502.59961,10716.90039,10451,10696.09961,309103700
1/27/15,10669.5,10707.09961,10528.09961,10598.90039,322879500
1/28/15,10676.59961,10687,10395.59961,10456.90039,366625000
1/29/15,10391.2002,10513.09961,10320.79981,10507.59961,336720400
1/30/15,10562.59961,10581.59961,10336.09961,10403.29981,418610700
2/2/15,10396.59961,10401,10136.40039,10328.09961,443722900
2/3/15,10426.79981,10634.2002,10414.59961,10598.2002,446421200
2/4/15,10620.90039,10688,10497.40039,10577.79981,386829400
2/5/15,10451.7002,10535.5,10388.90039,10535.5,301147200
2/6/15,10547.09961,10606.79981,10497.5,10573.09961,278007700
2/9/15,10467.79981,10473.29981,10289.7002,10364.90039,290048000
2/10/15,10389.79981,10561.40039,10338.59961,10500.09961,275834900
2/11/15,10496.09961,10516.5,10342.79981,10364.79981,237217400
2/12/15,10349.59961,10607.09961,10328.5,10562.2002,328004200
2/13/15,10618.5,10794.90039,10606.7002,10739.5,427944600
2/16/15,10717.79981,10793.09961,10679.90039,10689.5,220583500
2/17/15,10591.59961,10730.09961,10526.59961,10698,272473600
2/18/15,10764.59961,10852.59961,10764.09961,10805.29981,298366800
2/19/15,10781,10918.40039,10726.29981,10910.40039,350256400
2/20/15,10889.79981,10916.79981,10759,10879.29981,336297400
2/23/15,11001.29981,11015.40039,10935.09961,10990.09961,272017200
2/24/15,11027.7002,11082.7002,10951.09961,11064.5,297628100
2/25/15,11027.90039,11072.5,11011.7002,11049.5,255498600
2/26/15,11023.29981,11145.90039,11014.40039,11139.5,271208100
2/27/15,11142.90039,11184.5,11070.79981,11178.29981,412536300
3/2/15,11190.5,11239.79981,11123.29981,11178.5,312325400
3/3/15,11197.59961,11212.79981,11001.7002,11014.7002,246878300
3/4/15,11048.09961,11079.29981,10921.40039,11051.29981,253266900
3/5/15,11078.09961,11154.29981,11039.2002,11124.40039,260657700
3/6/15,11144.5,11158.90039,11070.2002,11091.90039,272187500
3/9/15,11007.90039,11078.79981,10962.40039,11054.2002,221014700
3/10/15,11060.5,11081.2002,10858.40039,10902.2002,299027000
3/11/15,10950.29981,11048.2002,10908,11021.79981,265916200
3/12/15,11022.90039,11068,10993.09961,11011.79981,439287600
3/13/15,11072.90039,11077.7002,10993.5,11033.79981,253107600
3/16/15,11082.40039,11146.7002,11077.40039,11114.7002,292847600
3/17/15,11117.5,11129,10953.7002,11028.09961,260645800
3/18/15,11057.40039,11076,10957.7002,11050,295712600
3/19/15,11062.90039,11146.5,11040.2002,11091,259184200
3/20/15,11109.79981,11458.29981,11090.2002,11419.59961,618645900
3/23/15,11394,11465.40039,11364.29981,11452.79981,328734600
3/24/15,11428.5,11618.29981,11409.90039,11579.29981,331905900
3/25/15,11560.7002,11591.7002,11449.29981,11464.7002,252131500
3/26/15,11400.40039,11453.79981,11294.7002,11453.79981,308558600
3/27/15,11469.7002,11524.2002,11403.90039,11427.40039,310086500
3/30/15,11459.79981,11543.2002,11432.29981,11529.09961,304316200
3/31/15,11510.79981,11596.09961,11444.59961,11521.09961,336270600
4/1/15,11482,11662.79981,11454.29981,11569.79981,305804100
4/2/15,11583.59961,11649.90039,11559.2002,11634,205806700
4/7/15,11715.59961,11771.79981,11669.29981,11730.5,366059600
4/8/15,11738.40039,11771.40039,11615.79981,11655.5,301549800
4/9/15,11688.40039,11747.29981,11655.2002,11734.59961,299820800
4/10/15,11755.29981,11778,11679.2002,11749.29981,336786900
4/13/15,11761.7002,11884.59961,11760.79981,11866.40039,229311700
4/14/15,11798.5,11862.59961,11645.59961,11704.7002,377819300
4/15/15,11742.40039,11815.59961,11710.40039,11778.40039,292619200
4/16/15,11772.29981,11772.29981,11580.29981,11611.7002,287015300
4/17/15,11565.5,11598,11299.90039,11359.40039,465820400
4/20/15,11400.2002,11418.79981,11306.40039,11384.59961,209411300
4/21/15,11439,11504,11368.2002,11422.29981,337592400
4/22/15,11452.2002,11480.40039,11276.29981,11399.2002,306266200
4/23/15,11417.5,11461.09961,11291.29981,11425.79981,244085900
4/24/15,11469.59961,11605.5,11434.59961,11505.40039,340437300
4/27/15,11532,11679.79981,11365.5,11640.2002,310809300
4/28/15,11656,11684.59961,11543,11607.7002,280716900
4/29/15,11619,11651.90039,11378.90039,11378.90039,310361400
4/30/15,11351.09961,11469.2002,11258,11385,386580900
5/4/15,11351.09961,11501.79981,11258,11429.09961,224660600
5/5/15,11416.40039,11503.90039,11102.90039,11115.59961,319652500
5/6/15,11100.40039,11232.79981,11048.29981,11163.59961,275553700
5/7/15,11125.09961,11214.79981,10928.2002,11180.29981,322768200
5/8/15,11260.79981,11424.7002,11212.90039,11424.7002,309356600
5/11/15,11433.7002,11481.59961,11377.7002,11445.79981,198981300
5/12/15,11332,11354,11221.5,11322.59961,292895200
5/13/15,11366,11430.90039,11282.40039,11324.59961,249275600
5/14/15,11304.59961,11428.29981,11203.90039,11398.7002,211842200
5/15/15,11438.79981,11438.79981,11265.90039,11317.29981,230823100
5/18/15,11336.79981,11368,11203.09961,11345,234028800
5/19/15,11406.09961,11537.79981,11404,11497.7002,282087100
5/20/15,11505.09961,11588.7002,11460.59961,11574.09961,192408700
5/21/15,11517.90039,11595.40039,11515.7002,11595.40039,185431700
5/22/15,11594.7002,11609.90039,11533.7002,11554.2002,168214900
5/25/15,11421.2002,11455.29981,11262.09961,11322.29981,156476200
5/26/15,11297.09961,11344.7002,11169.40039,11240.29981,315131700
5/27/15,11281.7002,11467.79981,11247.2002,11431.09961,241034200
5/28/15,11387.90039,11450.7002,11291.90039,11382.79981,191886700
5/29/15,11375.59961,11402.7002,11192.09961,11217.59961,327769600
6/1/15,11264.79981,11343.2002,11180.5,11238.09961,194253900
6/2/15,11314.5,11369.09961,11151.29981,11271.40039,232391400
6/3/15,11302.90039,11361.79981,11201.09961,11267.59961,227416500
6/4/15,11201.2002,11292.7002,11070,11146.09961,239541800
6/5/15,11061.5,11127.90039,10984.09961,11062,227463000
6/8/15,11022.79981,11056.09961,10917.29981,10917.29981,205932600
6/9/15,10895,10945,10750,10938.09961,295299200
6/10/15,10879.90039,11138.40039,10854.40039,11097.5,241562600
6/11/15,11097.59961,11231.29981,11085.09961,11156.7002,243780700
6/12/15,11124.5,11159.29981,10932.59961,11030.5,215491700
6/15/15,10893.59961,10939.90039,10775.59961,10842.09961,223282600
6/16/15,10766,10895.5,10659.7002,10871.40039,241068500
6/17/15,10900,10933.90039,10779.5,10813.40039,189361600
6/18/15,10788.5,10888.40039,10654.29981,10871.90039,309136800
6/19/15,10890.7002,11029.09961,10880.79981,10944.29981,354736100
6/22/15,11184.5,11394.2002,11168.90039,11368.2002,353604700
6/23/15,11461.5,11497.09961,11384.5,11402.5,271933300
6/24/15,11419,11420.09961,11220.40039,11321.90039,272689800
6/25/15,11245,11441.29981,11213.09961,11308.40039,294850600
6/26/15,11238.7002,11434.79981,11199.90039,11372.29981,217127700
6/29/15,11148.40039,11202.59961,10816.40039,10853.90039,463510800
6/30/15,10811.59961,10954.5,10723.2002,10769.5,369234200
7/1/15,10857.7002,11036.90039,10784.29981,10911.5,310649600
7/2/15,10932,10960.7002,10835.5,10846.40039,209127500
7/3/15,10835.7002,10860.7002,10730,10779.79981,197292400
7/6/15,10571.79981,10653.7002,10496,10540.09961,353557100
7/7/15,10554.90039,10588.5,10332.09961,10346,325139700
7/8/15,10364.7002,10478.7002,10324.29981,10430.29981,320299300
7/9/15,10479.40039,10761.09961,10463.59961,10706.40039,306819800
7/10/15,10958.2002,11069.79981,10896.90039,11036.09961,358655000
7/13/15,11178.2002,11253.5,11121.79981,11224.2002,306039600
7/14/15,11220.09961,11258.29981,11140.79981,11258.29981,302647200
7/15/15,11262,11360.40039,11234.29981,11335.7002,208079200
7/16/15,11405.2002,11536.29981,11398.59961,11510.59961,282712200
7/17/15,11551,11551,11472.59961,11480.7002,229032100
7/20/15,11506.90039,11612.59961,11499.40039,11556.09961,178798500
7/21/15,11571.90039,11579.7002,11432.09961,11458.59961,222068300
7/22/15,11389.2002,11525.40039,11365.5,11484.29981,261183800
7/23/15,11552,11553.59961,11429.40039,11441.90039,229334700
7/24/15,11415.40039,11460.29981,11300.90039,11309.29981,339313800
7/27/15,11252.7002,11264.2002,11136.7002,11145.40039,334763800
7/28/15,11179.5,11294,11168.09961,11252.40039,224447300
7/29/15,11310,11325.59961,11185.79981,11282.90039,218993700
7/30/15,11347.7002,11362.40039,11117.59961,11168.59961,292611300
7/31/15,11198.40039,11200.90039,11039.5,11180.7002,278118300
8/3/15,11180.59961,11288.5,11141.2002,11265.90039,278421700
8/4/15,11240.29981,11244.79981,11098.5,11150.5,409879000
8/5/15,11195,11302.90039,11184.7002,11279.5,255667300
8/6/15,11263.59961,11327,11239.40039,11253.59961,209266300
8/7/15,11244.90039,11264,11176.79981,11178.2002,202368800
8/10/15,11239.5,11330,11129.29981,11311.7002,174264900
8/11/15,11278.5,11319.09961,11137.79981,11152.29981,231916800
8/12/15,11054.40039,11054.40039,10840.29981,10880.09961,308273600
8/13/15,11030.79981,11057.09961,10938.5,10947.90039,213797500
8/14/15,10952.40039,11034.29981,10851.59961,10879.29981,221082000
8/17/15,10983.09961,11023.29981,10774.40039,10900.29981,202495900
8/18/15,10878,10952.2002,10846.09961,10897.90039,167048400
8/19/15,10843.7002,10905.29981,10776.79981,10782.40039,229362100
8/20/15,10748.2002,10797.5,10564.79981,10587,292081300
8/21/15,10434.40039,10576.2002,10270.2002,10271.7002,336668200
8/24/15,9973.700195,10078,9502.400391,9756.599609,637103700
8/25/15,9880.400391,10168.09961,9819.900391,10115.40039,448305600
8/26/15,10005.79981,10132.90039,9875.400391,9984.5,345702900
8/27/15,10229.59961,10357.29981,10176.2002,10290.2002,332907900
8/28/15,10322.7002,10352.90039,10235.7002,10352.90039,202082600
8/31/15,10297.2002,10319.09961,10190.40039,10259,184683800
9/1/15,10136.09961,10148.5,9921.099609,9992.799805,286174100
9/2/15,10009.7002,10071.09961,9855.799805,9938.299805,278087000
9/3/15,10023.79981,10118.7002,9945.900391,10042.40039,311827100
9/4/15,9947,9950.799805,9737.900391,9821.799805,325761700
9/7/15,9893.5,9931.799805,9796.599609,9805.400391,170275700
9/8/15,9860.299805,9987.700195,9857.599609,9866.200195,222434100
9/9/15,10078.79981,10193,10031.09961,10037.79981,263822000
9/10/15,9929.200195,9989.700195,9840,9859,260439000
9/11/15,9877,9886,9722.700195,9737.900391,261365400
9/14/15,9764.799805,9836.900391,9685.599609,9696.400391,213979200
9/15/15,9708.299805,9834.799805,9620.700195,9782.5,275760300
9/16/15,9869.5,9983,9843,9976.799805,286866000
9/17/15,10015,10141.79981,9988.900391,10106.59961,344891500
9/18/15,10048.59961,10050.29981,9801.700195,9847.200195,557110300
9/21/15,9826.099609,9952,9820.299805,9856.799805,220604700
9/22/15,9856.099609,9857.799805,9528.200195,9550.200195,335148000
9/23/15,9529,9659.099609,9463.900391,9474.599609,386536600
9/24/15,9492.099609,9540.200195,9231.299805,9291.400391,405846400
9/25/15,9444.200195,9575.299805,9430.200195,9519.5,317510500
9/28/15,9500.900391,9598.599609,9357.400391,9394.200195,284114700
9/29/15,9280.400391,9514.400391,9264.400391,9393.900391,303210600
9/30/15,9580.599609,9606.299805,9491.099609,9559.900391,277069000
10/1/15,9668.900391,9718,9543.799805,9567.299805,273444200
10/2/15,9650.400391,9688.099609,9428.799805,9603.599609,280401400
10/5/15,9777.299805,9980.900391,9731.5,9971.299805,332672200
10/6/15,9996.5,10138.2002,9909.5,10103.29981,281156000
10/7/15,10176.09961,10289.79981,10119.90039,10170,369632100
10/8/15,10137.79981,10190.29981,10063.2002,10181.2002,300043500
10/9/15,10279.09961,10354.09961,10224.90039,10309.59961,365518500
10/12/15,10318.79981,10379,10208.5,10246.40039,222784500
10/13/15,10227.40039,10229.29981,10049.79981,10115.29981,259780200
10/14/15,10065.40039,10129,9992.400391,10037.59961,253688800
10/15/15,10132.09961,10132.7002,10055.09961,10101.7002,239299900
10/16/15,10174.90039,10244,10153.09961,10231.5,246079200
10/19/15,10221.5,10310.40039,10164.7002,10207.29981,186379800
10/20/15,10196.79981,10217,10055.09961,10100.59961,218586200
10/21/15,10126.09961,10188.29981,10004,10157.5,208277800
10/22/15,10130.09961,10402.5,10109.5,10365.40039,272762700
10/23/15,10449.7002,10591.90039,10418.2002,10476.29981,344634400
10/26/15,10473.90039,10517.59961,10408.59961,10478.29981,248738200
10/27/15,10458.2002,10458.2002,10300.7002,10322.40039,243678900
10/28/15,10321,10440.09961,10296.79981,10421.90039,218571200
10/29/15,10451.79981,10455.2002,10298.09961,10397.2002,254878400
10/30/15,10394.2002,10405.7002,10258.7002,10360.7002,294535100
11/2/15,10279.29981,10463.5,10259.09961,10418.2002,265782300
11/3/15,10398.59961,10465.2002,10375.40039,10465.2002,284752700
11/4/15,10524.79981,10631.59961,10454,10473.5,308326500
11/5/15,10483.90039,10552.7002,10385,10431.2002,252121000
11/6/15,10425.79981,10500.29981,10318.5,10453.2002,300129500
11/9/15,10451.59961,10476.90039,10322.90039,10325.2002,260461100
11/10/15,10364,10376.29981,10244.29981,10336.79981,213290500
11/11/15,10345.09961,10463.09961,10344.2002,10377.2002,205122100
11/12/15,10350.59961,10369,10113.40039,10144,276463500
11/13/15,10118.29981,10201.2002,10012.29981,10111.40039,229553700
11/16/15,10012.40039,10158.09961,10005.2002,10124.5,172141400
11/17/15,10214.59961,10376,10199.59961,10363.79981,246057800
11/18/15,10284,10307.40039,10226.5,10261.09961,257182700
11/19/15,10340.5,10408.40039,10325.7002,10354.7002,272118200
11/20/15,10373.2002,10385,10247.59961,10290.29981,231927700
11/23/15,10262.29981,10307.7002,10206.79981,10277.40039,184507500
11/24/15,10231.29981,10231.29981,10045.59961,10207.2002,219025200
11/25/15,10184.2002,10247.09961,10083.09961,10227.29981,418774800
11/26/15,10217.29981,10352.90039,10174.79981,10332.29981,268316400
11/27/15,10285.79981,10390.7002,10264.5,10310.7002,200143600
11/30/15,10299,10430.29981,10275.90039,10386.90039,258600500
12/1/15,10409.90039,10469.2002,10344.90039,10379.2002,208114000
12/2/15,10411.90039,10447,10323.5,10342,233402800
12/3/15,10353.40039,10476.59961,10083.29981,10092.90039,355470500
12/4/15,10046.09961,10131.5,9931.099609,10078.7002,289629100
12/7/15,10139,10158.2002,10021.90039,10042.40039,219572700
12/8/15,10029,10031.2002,9790.400391,9837.099609,221179300
12/9/15,9865.299805,9932.099609,9713.200195,9835.5,250831100
12/10/15,9779.400391,9872.5,9719.400391,9778.700195,258205300
12/11/15,9772.900391,9791.599609,9606.799805,9630.700195,263237400
12/14/15,9658,9732.099609,9428.5,9428.5,273724800
12/15/15,9496.299805,9747.5,9492.5,9711.599609,302446400
12/16/15,9762.5,9817.400391,9635.700195,9711,342148400
12/17/15,9909.099609,10000.40039,9850.900391,9878.5,324197600
12/18/15,9794.099609,9874.200195,9644.900391,9717.099609,408984200
12/21/15,9520.5,9558.200195,9365.799805,9365.799805,356508800
12/22/15,9451.799805,9456.299805,9351.799805,9415.599609,220106900
12/23/15,9505.599609,9661.900391,9503.900391,9641,236264000
12/24/15,9663,9706.200195,9653.099609,9682.900391,70619000
12/28/15,9675.599609,9724.900391,9533,9552.5,137892200
12/29/15,9611.700195,9677.700195,9606.400391,9670.400391,147769300
12/30/15,9650,9696.400391,9607.900391,9641.900391,141292900
12/31/15,9604.200195,9615.599609,9538.799805,9544.200195,79920900
